,work_year,experience_level,employment_type,job_title,salary,salary_currency,salary_in_usd,employee_residence,remote_ratio,company_location,company_size
845,2025,MI,FT,Data Analyst,88336,USD,88336,CA,0,CA,M
846,2025,MI,FT,Data Analyst,83528,USD,83528,CA,0,CA,M
847,2025,SE,FT,Data Analyst,201600,USD,201600,US,100,US,L
851,2025,SE,FT,Data Analyst,203000,USD,203000,US,100,US,M
853,2025,SE,FT,Data Analyst,182500,USD,182500,US,0,US,M
856,2025,SE,FT,Data Analyst,85000,USD,85000,US,0,US,M
858,2025,EN,FT,Data Analyst,83000,USD,83000,US,100,US,M
861,2025,MI,FT,Data Manager,98000,USD,98000,US,0,US,M
864,2025,SE,FT,Data Management,101639,USD,101639,CA,0,CA,M
866,2025,MI,FT,Data Management Analyst,87000,USD,87000,US,0,US,M
867,2025,EX,FT,Director,255000,USD,255000,US,0,US,M
872,2025,SE,FT,Engineer,170000,USD,170000,US,0,US,M
873,2025,MI,FT,Data Specialist,120000,USD,120000,US,0,US,M
876,2025,MI,FT,Data Specialist,74359,USD,74359,US,0,US,M
878,2025,MI,FT,Engineering Manager,235000,USD,235000,US,100,US,M
881,2025,SE,FT,Product Analyst,192000,USD,192000,US,100,US,M
884,2025,EX,FT,Director,110000,USD,110000,US,0,US,M
887,2025,MI,FT,Researcher,180000,USD,180000,US,0,US,M
889,2025,SE,FT,Analyst,80000,GBP,101265,GB,0,GB,M
890,2025,SE,FT,Analyst,60000,GBP,75949,GB,0,GB,M
892,2025,SE,FT,Analyst,60000,GBP,75949,GB,0,GB,M
896,2025,SE,FT,Analyst,95000,USD,95000,US,100,US,M
897,2025,MI,FT,Analyst,127600,USD,127600,US,0,US,M
906,2025,MI,FT,Engineer,280000,USD,280000,US,0,US,M
908,2025,MI,FT,Engineering Manager,222000,USD,222000,US,0,US,M
909,2025,MI,FT,Engineer,287100,USD,287100,US,100,US,M
917,2025,SE,FT,Software Engineer,185300,USD,185300,US,0,US,M
918,2025,SE,FT,Software Engineer,163000,USD,163000,US,0,US,M
919,2025,SE,FT,System Engineer,164000,USD,164000,US,0,US,M
922,2025,EN,FT,Analyst,61466,USD,61466,US,0,US,M
924,2025,SE,FT,Product Manager,180000,USD,180000,US,0,US,M
925,2025,SE,FT,Software Engineer,247000,USD,247000,US,100,US,M
927,2025,MI,FT,Manager,150000,USD,150000,US,0,US,M
929,2025,MI,FT,Associate,150000,USD,150000,US,0,US,M
931,2025,SE,FT,Manager,240000,USD,240000,US,100,US,M
933,2025,SE,FT,Consultant,178100,USD,178100,US,0,US,M
935,2025,MI,FT,Associate,65000,EUR,68421,DE,0,DE,M
936,2025,MI,FT,Associate,50000,EUR,52631,DE,0,DE,M
937,2025,MI,FT,Engineering Manager,300000,USD,300000,US,0,US,M
938,2025,MI,FT,Engineering Manager,250000,USD,250000,US,0,US,M
941,2025,MI,FT,Data Scientist,196900,USD,196900,US,0,US,M
942,2025,MI,FT,Data Scientist,173536,USD,173536,US,0,US,M
944,2025,SE,FT,Data Scientist,203302,USD,203302,US,0,US,M
945,2025,MI,FT,Data Scientist,131100,USD,131100,US,100,US,M
947,2025,SE,FT,Product Manager,140000,USD,140000,US,0,US,M
949,2025,SE,FT,Consultant,160000,USD,160000,US,100,US,M
952,2025,MI,FT,Research Assistant,32546,GBP,41197,GB,0,GB,M
953,2025,MI,FT,Machine Learning Engineer,259000,USD,259000,US,0,US,M
955,2025,MI,FT,Machine Learning Engineer,259000,USD,259000,US,0,US,M
956,2025,MI,FT,Machine Learning Engineer,124300,USD,124300,US,0,US,M
957,2025,SE,FT,Machine Learning Engineer,198600,USD,198600,US,0,US,M
958,2025,SE,FT,Machine Learning Engineer,105800,USD,105800,US,0,US,M
966,2025,MI,FT,Research Scientist,136800,USD,136800,US,0,US,M
967,2025,SE,FT,Research Engineer,258000,USD,258000,US,0,US,M
972,2025,MI,FT,Manager,123200,USD,123200,US,0,US,M
973,2025,SE,FT,Manager,199200,USD,199200,US,0,US,M
975,2025,SE,FT,Solutions Architect,263000,USD,263000,CA,0,CA,M
976,2025,SE,FT,Solutions Architect,177000,USD,177000,CA,0,CA,M
977,2025,EN,FT,Data Analyst,19956,EUR,21006,FR,0,FR,M
979,2025,EN,FT,Data Analyst,45413,GBP,57484,GB,0,GB,M
981,2025,MI,FT,Data Analyst,120000,USD,120000,US,0,US,M
983,2025,SE,FT,Data Analyst,124400,USD,124400,US,0,US,M
985,2025,EN,FT,Data Analyst,84788,USD,84788,CA,0,CA,M
987,2025,SE,FT,Analyst,100000,USD,100000,US,0,US,M
991,2025,SE,FT,AI Engineer,198600,USD,198600,US,0,US,M
993,2025,SE,FT,AI Engineer,370300,USD,370300,US,0,US,M
994,2025,SE,FT,AI Engineer,142600,USD,142600,US,0,US,M
995,2025,SE,FT,Data Engineer,235400,USD,235400,US,100,US,M
999,2025,MI,FT,Data Engineer,130000,USD,130000,US,0,US,M
1001,2025,MI,FT,Data Engineer,160000,USD,160000,US,0,US,M
1002,2025,MI,FT,Data Engineer,120000,USD,120000,US,0,US,M
1006,2025,SE,FT,Software Engineer,248000,USD,248000,US,0,US,M
1007,2025,MI,FT,Consultant,136900,USD,136900,US,100,US,M
1009,2025,MI,FT,Statistical Programmer,186900,USD,186900,US,100,US,M
1013,2025,MI,FT,Research Scientist,355000,USD,355000,US,0,US,M
1014,2025,MI,FT,Research Scientist,150000,USD,150000,US,0,US,M
1015,2025,SE,FT,Software Engineer,200200,USD,200200,US,0,US,M
1016,2025,SE,FT,Software Engineer,182148,USD,182148,US,0,US,M
1019,2025,SE,FT,Software Engineer,314400,USD,314400,US,0,US,M
1020,2025,SE,FT,Software Engineer,137600,USD,137600,US,0,US,M
1021,2025,SE,FT,Engineer,331200,USD,331200,US,0,US,M
1025,2025,SE,FT,Engineer,352300,USD,352300,US,100,US,M
1028,2025,EN,FT,Developer,72070,USD,72070,CA,0,CA,M
1029,2025,SE,FT,Software Engineer,258000,USD,258000,US,0,US,M
1031,2025,SE,FT,Architect,84788,USD,84788,CA,0,CA,M
1033,2025,MI,FT,Manager,259000,USD,259000,US,0,US,M
1034,2025,MI,FT,Manager,124300,USD,124300,US,0,US,M
1035,2025,MI,FT,Product Manager,320100,USD,320100,US,0,US,M
1037,2025,SE,FT,Associate,65000,USD,65000,US,0,US,M
1038,2025,SE,FT,Associate,61008,USD,61008,US,0,US,M
1039,2025,MI,FT,Manager,192000,USD,192000,US,0,US,M
1040,2025,MI,FT,Manager,102600,USD,102600,US,0,US,M
1042,2025,MI,FT,Software Engineer,178575,USD,178575,US,0,US,M
1043,2025,MI,FT,Engineer,125000,USD,125000,US,0,US,M
1044,2025,MI,FT,Engineer,90000,USD,90000,US,0,US,M
1048,2025,EN,FT,Analyst,69556,USD,69556,US,100,US,M
1049,2025,SE,FT,Engineer,384200,USD,384200,US,100,US,M
1051,2025,SE,FT,Engineer,208150,USD,208150,US,0,US,M
1052,2025,SE,FT,Engineer,102850,USD,102850,US,0,US,M
1053,2025,EN,FT,Systems Engineer,141450,USD,141450,US,0,US,M
1055,2025,SE,FT,Research Engineer,304200,USD,304200,US,0,US,M
1057,2025,EN,FT,Business Analyst,101520,USD,101520,US,0,US,M
1058,2025,EN,FT,Business Analyst,45864,USD,45864,US,0,US,M
1059,2025,MI,FT,Data Management,63600,USD,63600,US,0,US,M
1063,2025,SE,FT,Data Management Analyst,183800,USD,183800,US,0,US,M
1064,2025,SE,FT,Data Management Analyst,110300,USD,110300,US,0,US,M
1065,2025,MI,FT,Manager,175931,USD,175931,US,100,US,M
1066,2025,MI,FT,Manager,112596,USD,112596,US,100,US,M
1068,2025,SE,FT,Data Engineer,130000,USD,130000,US,0,US,M
1069,2025,MI,FT,Data Engineer,120000,USD,120000,US,0,US,M
1070,2025,MI,FT,Data Engineer,90000,USD,90000,US,0,US,M
1071,2025,MI,FT,Data Engineer,175900,USD,175900,US,0,US,M
1072,2025,MI,FT,Data Engineer,105500,USD,105500,US,0,US,M
1077,2025,SE,FT,Data Analysis,196100,USD,196100,US,0,US,M
1078,2025,SE,FT,Data Analysis,116700,USD,116700,US,0,US,M
1079,2025,SE,FT,Data Analyst,140000,USD,140000,US,100,US,M
1082,2025,SE,FT,Data Analyst,97600,USD,97600,US,0,US,M
1083,2025,SE,FT,Data Scientist,50000,EUR,52631,FR,0,FR,M
1084,2025,SE,FT,Data Scientist,45000,EUR,47368,FR,0,FR,M
1086,2025,SE,FT,Data Scientist,200000,USD,200000,US,100,US,M
1089,2025,SE,FT,Engineer,145000,USD,145000,US,0,US,M
1090,2025,SE,FT,Engineer,120000,USD,120000,US,0,US,M
1093,2025,MI,FT,Applied Scientist,199500,USD,199500,US,0,US,M
1094,2025,MI,FT,Applied Scientist,97500,USD,97500,US,0,US,M
1095,2025,SE,FT,Analyst,147200,USD,147200,US,0,US,M
1096,2025,SE,FT,Analyst,91000,USD,91000,US,0,US,M
1099,2025,SE,FT,Full Stack Developer,78000,USD,78000,MK,100,MK,M
1101,2025,EN,FT,Analyst,106000,USD,106000,US,100,US,M
1104,2025,SE,FT,Software Architect,170000,USD,170000,US,0,US,M
1108,2025,EN,FT,Analyst,67688,USD,67688,US,0,US,M
1109,2025,SE,FT,Data Engineer,158100,USD,158100,US,100,US,M
1110,2025,SE,FT,Data Engineer,85300,USD,85300,US,100,US,M
1111,2025,SE,FT,Data Engineer,110000,USD,110000,US,0,US,M
1112,2025,SE,FT,Data Engineer,100000,USD,100000,US,0,US,M
1113,2025,EN,FT,Data Engineer,60000,USD,60000,CA,0,CA,M
1116,2025,MI,FT,Business Intelligence Engineer,52000,USD,52000,US,100,US,M
1117,2025,MI,FT,Data Manager,168000,USD,168000,US,0,US,M
1120,2025,SE,FT,Manager,90000,USD,90000,US,100,US,M
1122,2025,SE,FT,Consultant,79400,USD,79400,US,0,US,M
1123,2025,SE,FT,Data Scientist,259200,USD,259200,US,0,US,M
1125,2025,MI,FT,Consultant,105000,USD,105000,US,0,US,M
1126,2025,MI,FT,Consultant,103000,USD,103000,US,0,US,M
1127,2025,SE,FT,Consultant,120000,USD,120000,US,0,US,M
1130,2025,EN,FT,Analyst,76500,USD,76500,US,0,US,M
1134,2025,MI,FT,Machine Learning Engineer,175000,USD,175000,US,0,US,M
1136,2025,EX,FT,Director,110000,USD,110000,US,0,US,M
1140,2025,MI,FT,Data Analyst,55100,USD,55100,US,100,US,M
1142,2025,EX,FT,Director,174500,USD,174500,US,0,US,M
1143,2025,SE,FT,Data Engineer,160320,USD,160320,US,100,US,M
1144,2025,SE,FT,Data Engineer,93520,USD,93520,US,100,US,M
1145,2025,SE,FT,Software Engineer,180000,USD,180000,US,0,US,M
1148,2025,MI,FT,Engineer,70000,CAD,50000,CA,0,CA,M
1150,2025,SE,FT,Engineer,248700,USD,248700,US,0,US,M
1153,2025,MI,FT,Associate,132000,USD,132000,US,0,US,M
1154,2025,MI,FT,Associate,84600,USD,84600,US,0,US,M
1155,2025,MI,FT,Associate,132000,USD,132000,US,0,US,M
1156,2025,MI,FT,Associate,84600,USD,84600,US,0,US,M
1157,2025,MI,FT,Associate,132000,USD,132000,US,0,US,M
1160,2025,MI,FT,Associate,84600,USD,84600,US,0,US,M
1161,2025,SE,FT,Systems Engineer,158100,USD,158100,US,100,US,M
1162,2025,SE,FT,Systems Engineer,85300,USD,85300,US,100,US,M
1163,2025,SE,FT,Machine Learning Engineer,246400,USD,246400,US,0,US,M
1164,2025,SE,FT,Machine Learning Engineer,167700,USD,167700,US,0,US,M
1169,2025,SE,FT,Engineer,153925,USD,153925,US,0,US,M
1173,2025,SE,FT,Machine Learning Engineer,277000,USD,277000,US,0,US,M
1175,2025,MI,FT,Machine Learning Engineer,248400,USD,248400,US,0,US,M
1177,2025,EX,FT,Head of Data,93000,GBP,117721,GB,0,GB,M
1183,2025,SE,FT,Solutions Architect,201800,USD,201800,US,0,US,M
1186,2025,SE,FT,Data Scientist,137049,USD,137049,US,0,US,M
1188,2025,MI,FT,Data Scientist,85150,USD,85150,US,0,US,M
1190,2025,SE,FT,Data Scientist,199750,USD,199750,US,0,US,M
1192,2025,MI,FT,Data Scientist,73500,USD,73500,US,0,US,M
1193,2025,SE,FT,Data Management Analyst,287600,USD,287600,US,0,US,M
1200,2025,MI,FT,Data Operations Analyst,70000,USD,70000,US,0,US,M
1203,2025,MI,FT,Associate,208000,USD,208000,US,0,US,M
1205,2025,EX,FT,Data Engineer,175000,USD,175000,US,0,US,M
1207,2025,SE,FT,Data Engineer,162150,USD,162150,US,100,US,M
1209,2025,MI,FT,Data Engineer,215000,USD,215000,US,0,US,M
1210,2025,MI,FT,Data Engineer,104000,USD,104000,US,0,US,M
1212,2025,EX,FT,Manager,111100,USD,111100,US,0,US,M
1214,2025,EN,FT,Data Analyst,83000,USD,83000,US,0,US,M
1217,2025,SE,FT,Software Engineer,323950,USD,323950,US,0,US,M
1218,2025,SE,FT,Software Engineer,188000,USD,188000,US,0,US,M
1220,2025,EX,FT,Director,224000,USD,224000,US,0,US,M
1221,2025,SE,FT,Manager,212000,USD,212000,US,0,US,M
1222,2025,SE,FT,Manager,154000,USD,154000,US,0,US,M
1224,2025,SE,FT,Engineer,183800,USD,183800,US,0,US,M
1227,2025,SE,FT,Manager,291500,USD,291500,US,0,US,M
1228,2025,SE,FT,Manager,169500,USD,169500,US,0,US,M
1233,2025,SE,FT,Data Engineer,110000,USD,110000,US,0,US,M
1235,2025,MI,FT,Applied Scientist,214000,USD,214000,US,100,US,M
1237,2025,SE,FT,Applied Scientist,260000,USD,260000,US,0,US,M
1238,2025,SE,FT,Applied Scientist,140000,USD,140000,US,0,US,M
1245,2025,SE,FT,Analyst,188000,USD,188000,US,0,US,M
1246,2025,SE,FT,Analyst,113000,USD,113000,US,0,US,M
1248,2025,MI,FT,Associate,95940,USD,95940,US,0,US,M
1249,2025,MI,FT,Site Reliability Engineer,200000,USD,200000,US,0,US,M
1251,2025,EN,FT,Analyst,165360,USD,165360,US,0,US,M
1253,2025,MI,FT,Quantitative Analyst,143100,USD,143100,US,100,US,M
1255,2025,EX,FT,Director,279800,USD,279800,US,0,US,M
1256,2025,EX,FT,Director,186600,USD,186600,US,0,US,M
1259,2025,SE,FT,Data Scientist,160000,USD,160000,US,0,US,M
1261,2025,MI,FT,Data Scientist,175000,USD,175000,US,0,US,M
1262,2025,MI,FT,Data Scientist,126000,USD,126000,US,0,US,M
1264,2025,SE,FT,Data Scientist,89300,USD,89300,US,100,US,M
1267,2025,SE,FT,Manager,187200,USD,187200,CA,100,CA,M
1269,2025,MI,FT,Data Scientist,151100,USD,151100,US,0,US,M
1270,2025,MI,FT,Data Scientist,88900,USD,88900,US,0,US,M
1272,2025,SE,FT,Machine Learning Engineer,140000,USD,140000,US,0,US,M
1273,2025,SE,FT,Solutions Architect,235750,USD,235750,US,0,US,M
1274,2025,SE,FT,Solutions Architect,148000,USD,148000,US,0,US,M
1278,2025,SE,FT,Data Engineer,73900,USD,73900,US,0,US,M
1281,2025,EN,FT,Data Analyst,125000,USD,125000,CA,0,CA,M
1282,2025,EN,FT,Data Analyst,75000,USD,75000,CA,0,CA,M
1283,2025,SE,FT,Analytics Engineer,265800,USD,265800,US,0,US,M
1284,2025,SE,FT,Analytics Engineer,120800,USD,120800,US,0,US,M
1286,2025,MI,FT,Manager,124700,USD,124700,US,0,US,M
1289,2025,MI,FT,Business Analyst,27600,EUR,29052,LV,0,LV,M
1290,2025,MI,FT,Business Analyst,27600,EUR,29052,LV,0,LV,M
1292,2025,SE,FT,Engineer,148000,USD,148000,US,0,US,M
1296,2025,SE,FT,Software Engineer,148000,USD,148000,US,0,US,M
1297,2025,SE,FT,Engineer,130000,USD,130000,US,0,US,M
1303,2025,MI,FT,Associate,80000,USD,80000,US,0,US,M
1305,2025,MI,FT,Manager,169260,USD,169260,US,0,US,M
1307,2025,SE,FT,Researcher,204500,USD,204500,US,0,US,M
1309,2025,EX,FT,Director,239850,USD,239850,US,0,US,M
1310,2025,EX,FT,Director,165400,USD,165400,US,0,US,M
1312,2025,SE,FT,Software Engineer,126400,USD,126400,US,0,US,M
1314,2025,SE,FT,Business Intelligence Specialist,86840,USD,86840,US,100,US,M
1315,2025,MI,FT,Manager,85000,USD,85000,CA,0,CA,M
1316,2025,MI,FT,Manager,75000,USD,75000,CA,0,CA,M
1317,2025,SE,FT,Architect,263000,USD,263000,US,0,US,M
1318,2025,SE,FT,Architect,229000,USD,229000,US,0,US,M
1319,2025,SE,FT,Systems Engineer,162150,USD,162150,US,0,US,M
1321,2025,EN,FT,Business Intelligence Analyst,68799,GBP,87087,GB,0,GB,M
1330,2025,SE,FT,Software Engineer,148000,USD,148000,US,0,US,M
1332,2025,MI,FT,Data Modeler,69900,USD,69900,US,0,US,M
1334,2025,MI,FT,Data Engineer,100000,USD,100000,US,0,US,M
1337,2025,SE,FT,Data Engineer,175000,USD,175000,US,100,US,M
1338,2025,SE,FT,Data Engineer,140000,USD,140000,US,100,US,M
1340,2025,MI,FT,Data Engineer,153000,USD,153000,US,0,US,L
1341,2025,MI,FT,Data Engineer,205600,USD,205600,US,0,US,L
1342,2025,MI,FT,Data Engineer,118900,USD,118900,US,0,US,L
1343,2025,MI,FT,Data Engineer,151440,USD,151440,US,0,US,M
1345,2025,MI,FT,Business Intelligence Engineer,165600,USD,165600,US,0,US,L
1346,2025,MI,FT,Business Intelligence Engineer,74100,USD,74100,US,0,US,L
1347,2025,SE,FT,Software Engineer,210000,USD,210000,US,0,US,M
1348,2025,SE,FT,Software Engineer,160000,USD,160000,US,0,US,M
1349,2025,MI,FT,Applied Scientist,223400,USD,223400,US,0,US,L
1350,2025,MI,FT,Applied Scientist,136000,USD,136000,US,0,US,L
1352,2025,SE,FT,AI Engineer,106400,USD,106400,US,0,US,M
1359,2025,SE,FT,Data Scientist,225000,USD,225000,US,0,US,M
1366,2025,EX,FT,Director,175000,USD,175000,US,0,US,M
1369,2025,SE,FT,Data Management,219700,USD,219700,US,0,US,M
1373,2025,MI,FT,Data Analyst,140100,USD,140100,US,0,US,M
1377,2025,MI,FT,Engineer,212800,USD,212800,US,0,US,L
1381,2025,EN,FT,Data Analyst,106440,USD,106440,US,0,US,M
1382,2025,EN,FT,Data Analyst,70960,USD,70960,US,0,US,M
1384,2025,EN,FT,Data Analyst,55200,USD,55200,US,0,US,M
1385,2025,MI,FT,Machine Learning Engineer,170000,USD,170000,US,0,US,M
1391,2025,SE,FT,Engineer,261500,USD,261500,US,0,US,L
1392,2025,SE,FT,Engineer,151300,USD,151300,US,0,US,L
1394,2025,MI,FT,Manager,106400,USD,106400,US,0,US,M
1395,2025,SE,FT,Data Architect,198000,USD,198000,US,0,US,M
1400,2025,EN,FT,Analyst,61900,USD,61900,US,0,US,M
1401,2025,SE,FT,Research Scientist,223200,USD,223200,US,0,US,M
1402,2025,SE,FT,Research Scientist,175560,USD,175560,US,0,US,M
1404,2025,SE,FT,Manager,196900,USD,196900,US,0,US,L
1405,2025,SE,FT,Platform Engineer,185000,USD,185000,US,0,US,L
1406,2025,SE,FT,Platform Engineer,89200,USD,89200,US,0,US,L
1408,2025,MI,FT,Developer,100000,USD,100000,US,0,US,M
1410,2025,SE,FT,Engineer,142000,USD,142000,US,100,US,M
1416,2025,SE,FT,Research Scientist,113000,USD,113000,US,0,US,L
1417,2025,EN,FT,Analyst,150000,USD,150000,CA,100,CA,M
1418,2025,EN,FT,Analyst,90000,USD,90000,CA,100,CA,M
1423,2025,EN,FT,Analyst,300000,USD,300000,US,0,US,M
1424,2025,EN,FT,Analyst,250000,USD,250000,US,0,US,M
1426,2025,MI,FT,Associate,142200,USD,142200,US,0,US,M
1427,2025,EN,FT,Quantitative Analyst,110000,USD,110000,US,0,US,M
1428,2025,EN,FT,Quantitative Analyst,95000,USD,95000,US,0,US,M
1430,2025,SE,FT,Engineer,110000,USD,110000,US,100,US,M
1431,2025,SE,FT,Software Engineer,170100,USD,170100,CA,100,CA,M
1432,2025,SE,FT,Software Engineer,125800,USD,125800,CA,100,CA,M
1433,2025,SE,FT,Data Scientist,191500,USD,191500,AU,0,AU,M
1434,2025,SE,FT,Data Scientist,159800,USD,159800,AU,0,AU,M
1435,2025,MI,FT,Manager,180000,USD,180000,US,0,US,M
1438,2025,SE,FT,AI Engineer,210000,USD,210000,US,0,US,M
1439,2025,SE,FT,Analytics Engineer,120000,USD,120000,US,0,US,M
1441,2025,SE,FT,Machine Learning Engineer,438454,USD,438454,US,100,US,M
1442,2025,SE,FT,Machine Learning Engineer,212964,USD,212964,US,100,US,M
1443,2025,MI,FT,Software Engineer,150000,USD,150000,US,0,US,M
1446,2025,SE,FT,Software Engineer,146000,USD,146000,CA,100,CA,M
1458,2025,SE,FT,Analytics Lead,140000,USD,140000,US,0,US,M
1462,2025,SE,FT,Machine Learning Engineer,166000,USD,166000,US,0,US,M
1465,2025,SE,FT,Data Engineer,135199,USD,135199,AU,0,AU,M
1467,2025,SE,FT,Data Engineer,180000,USD,180000,US,100,US,M
1468,2025,SE,FT,Data Engineer,170000,USD,170000,US,100,US,M
1469,2025,SE,FT,Data Engineer,150000,USD,150000,US,0,US,M
1476,2025,MI,FT,Data Engineer,100000,USD,100000,US,0,US,M
1477,2025,EX,FT,Director,212041,USD,212041,US,0,US,M
1478,2025,EX,FT,Director,141361,USD,141361,US,0,US,M
1482,2025,EN,PT,Data Analyst,80000,USD,80000,US,0,US,M
1483,2025,EN,FT,Data Analyst,90000,USD,90000,US,100,US,M
1488,2025,EN,FT,Data Analyst,124600,USD,124600,US,0,US,M
1489,2025,EN,PT,Data Analyst,82000,USD,82000,US,0,US,M
1491,2025,MI,FT,Data Analyst,109000,USD,109000,US,0,US,M
1493,2025,SE,FT,Manager,125000,USD,125000,US,0,US,M
1495,2025,EN,FT,Data Analyst,115000,USD,115000,US,0,US,M
1496,2025,EN,FT,Data Analyst,50000,USD,50000,US,0,US,M
1500,2025,SE,FT,Developer,120000,USD,120000,US,100,US,M
1501,2025,SE,FT,Developer,140000,USD,140000,US,100,US,M
1502,2025,SE,FT,Developer,120000,USD,120000,US,100,US,M
1504,2025,SE,FT,Developer,120000,USD,120000,US,100,US,M
1506,2025,SE,FT,Developer,120000,USD,120000,US,100,US,M
1512,2025,SE,FT,Developer,120000,USD,120000,US,100,US,M
1514,2025,SE,FT,Developer,120000,USD,120000,CA,100,CA,M
1516,2025,SE,FT,Developer,120000,USD,120000,US,100,US,M
1521,2025,SE,FT,Analytics Lead,180000,USD,180000,US,100,US,M
1523,2025,SE,FT,Platform Engineer,200000,USD,200000,US,0,US,M
1525,2025,EN,FT,Analyst,32000,GBP,40506,GB,0,GB,M
1531,2025,EN,FT,Analyst,28000,GBP,35443,GB,0,GB,M
1532,2025,EN,FT,Analyst,28000,GBP,35443,GB,0,GB,M
1533,2025,SE,FT,Architect,125000,USD,125000,US,100,US,M
1534,2025,SE,FT,Architect,96000,USD,96000,US,100,US,M
1535,2025,EN,FT,Creative Technologist,75000,USD,75000,US,0,US,M
1536,2025,EN,FT,Creative Technologist,65000,USD,65000,US,0,US,M
1538,2025,MI,FT,Engineer,66000,USD,66000,DE,0,DE,M
1540,2025,SE,FT,Researcher,310000,USD,310000,US,0,US,M
1541,2025,SE,FT,Software Engineer,238000,USD,238000,US,0,US,M
1546,2025,SE,FT,Member of Technical Staff,150000,USD,150000,US,0,US,M
1547,2025,SE,FT,Software Engineer,230000,USD,230000,US,100,US,M
1553,2025,MI,FT,Software Engineer,175000,USD,175000,US,0,US,M
1556,2025,SE,FT,Manager,187358,USD,187358,US,100,US,M
1557,2025,MI,FT,Quantitative Researcher,300000,USD,300000,US,0,US,M
1558,2025,MI,FT,Quantitative Researcher,150000,USD,150000,US,0,US,M
1562,2025,MI,FT,Research Assistant,34000,USD,34000,US,0,US,M
1564,2025,EN,FT,Data Quality Analyst,70800,USD,70800,US,100,US,M
1568,2025,EN,FT,Machine Learning Engineer,145000,USD,145000,US,0,US,M
1574,2025,EN,FT,Machine Learning Engineer,145000,USD,145000,US,0,US,M
1575,2025,EN,FT,Machine Learning Scientist,237500,USD,237500,US,0,US,M
1577,2025,EN,FT,Software Engineer,250000,USD,250000,US,0,US,M
1581,2025,EN,FT,Software Engineer,250000,USD,250000,US,0,US,M
1583,2025,EN,FT,Software Engineer,250000,USD,250000,US,0,US,M
1586,2025,EN,FT,Software Engineer,145000,USD,145000,US,0,US,M
1588,2025,EN,FT,Researcher,145000,USD,145000,US,0,US,M
1590,2025,MI,FT,Software Engineer,182002,USD,182002,US,0,US,M
1591,2025,MI,FT,Machine Learning Engineer,185000,USD,185000,AU,0,AU,M
1592,2025,MI,FT,Machine Learning Engineer,130000,USD,130000,AU,0,AU,M
1595,2025,SE,FT,Machine Learning Engineer,250000,USD,250000,US,0,US,M
1596,2025,SE,FT,Machine Learning Engineer,200000,USD,200000,US,0,US,M
1598,2025,MI,FT,Machine Learning Engineer,124300,USD,124300,US,0,US,M
1601,2025,MI,FT,Machine Learning Engineer,259000,USD,259000,US,0,US,M
1602,2025,MI,FT,Machine Learning Engineer,124300,USD,124300,US,0,US,M
1603,2025,SE,FT,Developer,170000,USD,170000,US,0,US,M
1609,2025,MI,FT,Data Integration Engineer,110000,USD,110000,US,0,US,M
1610,2025,MI,FT,Data Integration Engineer,90000,USD,90000,US,0,US,M
1616,2025,MI,FT,Software Engineer,141000,USD,141000,US,0,US,M
1618,2025,MI,FT,Product Manager,144000,USD,144000,US,0,US,M
1619,2025,SE,FT,Data Engineer,180000,USD,180000,US,100,US,M
1621,2025,MI,FT,Data Specialist,133900,USD,133900,US,100,US,M
1622,2025,MI,FT,Data Specialist,82400,USD,82400,US,100,US,M
1628,2025,MI,FT,Data Engineer,104591,USD,104591,US,0,US,M
1630,2025,MI,CT,Data Engineer,80000,USD,80000,MX,100,MX,M
1631,2025,SE,FT,Data Engineer,164600,USD,164600,US,0,US,M
1635,2025,SE,FT,Data Engineer,164600,USD,164600,US,0,US,M
1637,2025,SE,FT,Data Engineer,130000,USD,130000,US,0,US,M
1638,2025,SE,FT,Data Engineer,112000,USD,112000,US,0,US,M
1640,2025,EN,FT,Data Analyst,38000,USD,38000,US,0,US,M
1645,2025,EX,FT,Director,179098,USD,179098,US,0,US,M
1647,2025,MI,FT,Data Management Specialist,115000,USD,115000,US,0,US,M
1648,2025,MI,FT,Data Management Specialist,85000,USD,85000,US,0,US,M
1650,2025,SE,FT,AI Developer,95000,USD,95000,US,0,US,M
1653,2025,SE,FT,Data Scientist,235400,USD,235400,US,0,US,M
1654,2025,SE,FT,Data Scientist,218284,USD,218284,US,0,US,M
1658,2025,SE,FT,Data Scientist,44905,GBP,56841,GB,0,GB,M
1661,2025,MI,FT,Manager,259000,USD,259000,US,0,US,M
1662,2025,MI,FT,Manager,124300,USD,124300,US,0,US,M
1663,2025,SE,FT,Software Engineer,200200,USD,200200,US,0,US,M
